1.06,-0.70,-10.53,-1.00,0.00,0.00,1.02,-0.62,-9.81,-1.00,0.00,0.00
1.03,-0.68,-10.45,-1.00,0.00,0.00,0.99,-0.63,-9.78,-1.00,0.00,0.00
1.02,-0.66,-10.51,-1.00,0.00,0.00,0.94,-0.66,-9.80,-1.00,0.00,0.00
1.05,-0.65,-10.60,-1.00,0.00,0.00,0.95,-0.60,-9.89,-1.00,0.00,0.00
1.06,-0.72,-10.55,-1.00,0.00,0.00,0.96,-0.65,-9.77,-1.00,0.00,0.00
1.00,-0.65,-10.45,-1.00,0.00,0.00,0.96,-0.60,-9.79,-1.00,0.00,0.00
1.07,-0.65,-10.38,-1.00,0.00,0.00,0.97,-0.58,-9.78,-1.00,0.00,0.00
1.03,-0.61,-10.48,-1.00,0.00,0.00,0.93,-0.61,-9.79,-1.00,0.00,0.00
1.07,-0.66,-10.46,-1.00,0.00,0.00,0.98,-0.58,-9.79,-1.00,0.00,0.00
1.07,-0.65,-10.49,-1.00,0.00,0.00,0.96,-0.65,-9.83,-1.00,0.00,0.00
1.03,-0.64,-10.44,-1.00,0.00,0.00,1.04,-0.57,-9.89,-1.00,0.00,0.00
1.08,-0.70,-10.50,-1.00,0.00,0.00,0.91,-0.67,-9.82,-1.00,0.00,0.00
1.10,-0.64,-10.55,-1.00,0.00,0.00,1.00,-0.58,-9.85,-1.00,0.00,0.00
1.03,-0.63,-10.54,-1.00,0.00,0.00,0.99,-0.53,-9.78,-1.00,0.00,0.00
0.99,-0.67,-10.44,-1.00,0.00,0.00,0.93,-0.63,-9.72,-1.00,0.00,0.00
1.06,-0.65,-10.50,-1.00,0.00,0.00,0.99,-0.59,-9.82,-1.00,0.00,0.00
1.07,-0.68,-10.36,-1.00,0.00,0.00,0.94,-0.64,-9.84,-1.00,0.00,0.00
1.05,-0.68,-10.49,-1.00,0.00,0.00,1.02,-0.63,-9.85,-1.00,0.00,0.00
1.02,-0.58,-10.51,-1.00,0.00,0.00,0.93,-0.64,-9.87,-1.00,0.00,0.00
1.08,-0.69,-10.47,-1.00,0.00,0.00,0.96,-0.60,-9.82,-1.00,0.00,0.00
1.01,-0.67,-10.56,-1.00,0.00,0.00,0.95,-0.63,-9.87,-1.00,0.00,0.00
1.00,-0.66,-10.55,-1.00,0.00,0.00,0.96,-0.60,-9.88,-1.00,0.00,0.00
1.03,-0.68,-10.44,-1.00,0.00,0.00,0.97,-0.63,-9.86,-1.00,0.00,0.00
1.02,-0.67,-10.46,-1.00,0.00,0.00,1.01,-0.62,-9.75,-1.00,0.00,0.00
1.00,-0.70,-10.54,-1.00,0.00,0.00,1.02,-0.64,-9.85,-1.00,0.00,0.00
1.04,-0.64,-10.48,-1.00,0.00,0.00,0.91,-0.63,-9.73,-1.00,0.00,0.00
1.06,-0.68,-10.60,-1.00,0.00,0.00,0.97,-0.62,-9.79,-1.00,0.00,0.00
1.05,-0.71,-10.55,-1.00,0.00,0.00,1.02,-0.64,-9.76,-1.00,0.00,0.00
1.02,-0.69,-10.40,-1.00,0.00,0.00,0.95,-0.65,-9.85,-1.00,0.00,0.00
1.07,-0.69,-10.42,-1.00,0.00,0.00,0.93,-0.63,-9.81,-1.00,0.00,0.00
1.01,-0.67,-10.42,-1.00,0.00,0.00,0.93,-0.69,-9.69,-1.00,0.00,0.00
1.06,-0.66,-10.55,-1.00,0.00,0.00,0.98,-0.59,-9.81,-1.00,0.00,0.00
1.03,-0.68,-10.46,-1.00,0.00,0.00,0.99,-0.59,-9.82,-1.00,0.00,0.00
1.08,-0.69,-10.37,-1.00,0.00,0.00,0.97,-0.58,-9.79,-1.00,0.00,0.00
1.08,-0.71,-10.43,-1.00,0.00,0.00,1.00,-0.63,-9.79,-1.00,0.00,0.00
0.97,-0.66,-10.48,-1.00,0.00,0.00,0.99,-0.59,-9.81,-1.00,0.00,0.00
1.07,-0.72,-10.53,-1.00,0.00,0.00,0.92,-0.64,-9.79,-1.00,0.00,0.00
0.99,-0.68,-10.53,-1.00,0.00,0.00,0.94,-0.61,-9.80,-1.00,0.00,0.00
1.06,-0.66,-10.49,-1.00,0.00,0.00,0.96,-0.64,-9.84,-1.00,0.00,0.00
1.08,-0.65,-10.42,-1.00,0.00,0.00,0.98,-0.63,-9.82,-1.00,0.00,0.00
1.06,-0.72,-10.47,-1.00,0.00,0.00,0.96,-0.67,-9.85,-1.00,0.00,0.00
1.07,-0.64,-10.52,-1.00,0.00,0.00,0.91,-0.59,-9.87,-1.00,0.00,0.00
